Human,texts,Prediction
neu,ต้องรอดูว่า Single Core performance จะเทียบชั้น intel ได้หรือยัง,neu
neg,เอา 9900k เป็น bechmark แต่บอกว่าประหยัดพลังงานกว่า? แสดงว่ายังทำให้แรงกว่าไม่ได้? i9-9900k OC ไป 5GHz กันง่ายๆ ผิดกับ Ryzen gen2 ที่ผ่านมา ที่ไป4.2-4.3GHz ยังหืดจับ แล้วตัวใหม่จะมีช่องว่าให้ OC ไปแข่งกับเขาได้แค่ไหน ความหวังคือมีคู่แข่งแล้วจะได้เล่นราคากัน i9-9900k ราคาทะลุสองหมื่นแพงไปหน่อย (แต่เทียบกับตอน R7-1800x เปิดตัวก็ 18k ก็ไม่ได้ต่างกันล่ะนะ),neg
pos,Good! production..,neu
neu,"""AMD นำ Ryzen 3 รุ่นก่อนผลิตจริงมารันเบนช์มาร์ค Maxon Cinebench R15 เทียบกับ Intel Core i9-9900K"" ตอนแรกนึกว่าเอา Ryzen 3 (ตัวล่างสุดของ Ryzen) Gen 3 มาทดสอบ กับ i9 9900K ก็เลยคิดว่าอะไรมันจะโหดขนาดนั้น จริง ๆ น่าจะบอกว่า ""AMD นำ Ryzen รุ่นที่ 3 รุ่นก่อนผลิตจริงมารันเบนช์มาร์ค Maxon Cinebench R15เทียบกับ Intel Core i9-9900K"" มากกว่าครับ",neu
neu,"นึกว่ากระโดดไป 7 nm. ทั้งระบบ cpu core 7 nm.,I/O ยังเป็น 14 nm.แบบนี้ intel ยังยิ้มได้อยู่",neu
neu,ชิป I/O ยังเป็น 14 นาโนเมตรอยู่เลย,neu
neu,Half truth world,neu
neg,น่าจะไม่ว้าวอย่างที่คิด,neg
neg,Ryzen Gen 2 ค่อนข้างน่าผิดหวัง ไม่ค่อยมีอะไรต่างกับ Gen 1 ความแรงต่างกันนิดเดียว รอดูว่า Gen 3 จะเร็วกว่า Gen 2 ได้แค่ไหน,neg
neg,ผมว่าปล่อยข้อมูลออกมาน้อยไปนิดแฮะ แต่เจ๊ออกตัวก่อนละแค่ preview รอตัวจริงออกนั่นแหละ จะได้รู้ว่าฟัดกับคู่แข่งได้ขนาดไหน,neu
neg,แรกสตีมคงเฉยๆ พอยูบิถอดออกคงคิดหนัก สะเทือนจริงๆแล้วคราวนี้ เกมขายดีบนสตีมเป็นของยูบิซะส่วนใหญ่ด้วย,neg
neg,เกมยูบิซอฟต์ก็ไม่ได้ซื้อผ่านสตีมอยู่แล้ว ใช้ผ่านสตีมทีไรมีปัญหาทุกที สุดท้ายก็ต้องไปเปิด U-Play อยู่ดี,neg
neg,งงกับ Steam ดูไม่ค่อยร้อนเลย,neu
neg,FPS? เกมนี้มันเป็น Third-person shooter ไม่ใช่เหรอ,neu
pos,ดูจาก PCI-E ให้มา 2 Pin แสดงว่ากินไฟกว่า GeForce RTX รุ่นท็อปแน่นอน แต่การ์ดสวยนะบอกเลย,pos
neu,"วาง position เท่ากัน ราคาขายก็คงเท่ากับ RTX2080 สินะ -_-""",neg
neu,ขุดได้วันเท่าไหร่หว่า,neu
neg,แพง แต่ไม่มีของเล่นใหม่น่าตื่นเต้นเลย แอบผิดกวังเล็กน้อย,neg
neg,แพง,neg
neg,ถ้าการ์ดจะใหญ่ (และหนัก) ขนาดนี้ก็แถมเสาพลาสติกแบบปรับได้มาให้ตอนซื้อ แล้วตัด backplate ออกไปเลยก็ได้ อย่างการ์ดในรูปต้องใช้อย่างน้อย 2 เสา แต่ควรจะให้มา 3 เสา เพื้อเอาไปค้ำไว้ตรงจุดที่นิ้วกลางโผล่ และมุมด้านท้ายของการ์ดครับ,neg
neg,รองรับ DXR/VK_NVX_RAYTRACING?  ลืมไปนั่นของฝั่ง nvidia,neu
neg,เหมือนใช้ความได้เปรียบของการผลิตที่ขนาดเล็กกว่ามาอัดไฟเพิ่มเข้าไปเพื่อเร่งประสิทธิภาพมากกว่าเร่งพลังประมวลผลจากประสิทธิภาพที่ดีขึ้นของชิปใหม่มาสู้นะ ผลคือกินไฟกระจาย,neu
neg,กินไฟเยอะไม่น่าสนใจ ยังไงเครื่องใหม่คงใช้ NV ประหยัดค่า PSU ได้อีก,neg
neg,แสดงว่าต้องร้อนมากๆๆๆ,neg
neg,ไม่มี features อะไรใหม่ๆ บ้างเหรอ เห็นชูแต่ประเด็น 7 nm แถมดูท่าจะกินไฟเยอะตามเคย,neg
neg,ทำไมต้องเอาจอไว้ด้านล่างหว่า,neg
neg,อยากเอามาใช้กับ dji spark ซักหน่อย แต่ราคาดันแพงกว่า spark อีก T_T,neg
neu,หากตัว Drone มีให้ใส่ Sim หรือต่อกับ WIFI ในบ้าน ส่วน Remote ก็มี Sim หรือต่อกับ WIFI แต่อยู่คนละที่ และสามารถใช้งานได้แบบเดียวกับกล้อง IP Camera น่าจะดีนะผมว่า โดยเฉพาะงานสำรวจพื้นที่เสี่ยง หรือกู้ภัยต่างๆ,pos
neg,ไม่โปรนะครับ แต่รู้สึกว่าพวกอุปกรณ์ระดับโปรตอนนี้ยังอยู่ที่ 24bit 192KHz กันอยู่เลย,neu
neg,ทำไม youtube ที่ฝังเล็กจัง อยากรู้เสียงจะดีขึ้นขนาดไหนครับ สำหรับหูไม่เทพเท่าไร พอแยกแค่หูฟังธรรมดากับหูฟังเกมมิ่ง ที่ พวกเกมมิ่งเสียบกลางแหลมๆ นี่มาชัดเลย ปัจจุบันใช้ Logitech G433 soundcard ในตัว,neg
neu,ต้องดูวัตถุประสงค์ก่อนด้วยว่าตัวนี้ตั้งใจเจาะกลุ่มไหน ดูจากสเปคในข่าว น่าจะไม่ใช่สายฟังเพลงหูทองแน่ๆ จะว่าสายดูหนัง ก็ไม่มี output ที่เน้น multi channel สายฟังเพลง ก็ไม่มี balance (ให้ใช้ 3.5 balance เหรอ?) และก็ไม่ได้บอกคุณสมบัติการถอดรหัส DSD แล้วเอาจริงๆ สาย music server ก็ดูเหมือนมีคนเล่นน้อยนะครับ เพราะราคามันจะสูงอัพจาก DAP ไปพอสมควรเลย,neu
neu,"มีสิครับ ถ้าเข้าไปดูใน web Native DSD แต่ ถ้าบอกว่าเน้นขาย คนที่เล่น Audio จ๋าๆ เลยคงยาก เพราะ ออกลำโพง ก็ไป intregrate amp ต่อ usb ได้ digital amp ก็แพงดี หรือไป DAC แยกก็มีตัวเลือกเยอะ ขี้เกียจก็ซื้อ Scandyna รุ่น bluetooth ไปเลย จะเห็นว่าแทบไม่มีตลาดเลยอ่ะ คิดง่ายๆ ถ้าผมซื้อหูฟังตัวแพงๆ อย่างพวก Focal มาใช้ ผมจะเสียบกับ front panel บน Soundcard ตัวละ 8,000 บาท ไปเพื่ออะไร ?",neu
neu,ปีหน้าลุงทิมคงขึ้นราคา iPhone อีกแน่ๆ ราคาเริ่มต้น 1999 USD และอาจเปิดตัว iPad พับได้,neu
neu,ทิม คุก: เงินโบนัสแค่นี้ เรื่องจิ๊บๆ,neu
neu,ปกติเงินโบนัสได้เป็นหน่วยเดือน ทิมคุกได้เป็นหน่วยปี,neu
neg,น้อยมากๆ เมื่อเทียบกับนักแสดงอย่าง จอนนี่ เดป ที่แสดงโจรสลัดทีก็ 90 ล้านดอลลาร์,neg
neu,ปรับราคาลงมาน่าจะช่วยมากกว่านะ -_-,neu
pos,น่าจะถึงเวลาออก new ipad mini กับ new iphone se,neu
neg,สมน้ำหน้า อยากขายแพงดีนัก กดตอบบน XR ...,pos
neg,สาเหตุสำคัญน่าจะมาจากไพรซิ่งมากกว่า แต่ก็นะตอบแบบนั้นก็เหมือนด่าตัวเองว่าอ่านเกมพลาดวางกลยุทธ์ผิด พาลผู้ถือหุ้นไม่ไว้ใจดีไม่ดีโดนเด้งเอาง่ายๆ ปี่กลองใกล้ๆมือก็ต้องดึงมาใช้ก่อน,neg
neg,หรือนี่เป็นสัญญาณของ...,neg
neu,ขายดีมาก จนลดกำลังผลิตแทบไม่ทันอีกแล้ว รุ่นหน้าต้องตั้งราคาให้ถึงหกหลักนะครับ จะได้ทำลายสถิติมากๆ,neu
neu,เหมือนข่าวเดจาวูทุกๆไตรมาสรีบๆลดมาเหลือสองหมื่นต้นๆนะ,neg
neg,โทษแต่จีน ตัวเองทำมือถือราคาแพง ไม่มีนวัตกรรม ขณะที่มือถือจีนราคาหมื่นต้นใช้ได้ดีเหมือนกัน และคนจีนชาตินิยมมาก แถว่าสงครามการค้านี่ฟังไม่ขึ้นอย่างแรง,neg
neg,ปรับลดแต่ยังเหลือ 40 ล้านเครื่องวู้ยยย,neg
neu,คนอเมริกัน 300 ล้านคน ถ้าปลุกกระแสรักชาตินิยม แห่มาซื้อกัน 20% ก็รอดแล้วครับ,neu
neg,จะแป๊กก็ไม่แปลกตอนนี้ Xลดราคาจนรุ่น 256 GB พอกับ XR 128GB,neg
neu,XS MAX ขายดีหรือครับ,neu
neu,ผลไม้ยุคก่อนไม่มีวันกลับมาอีกแล้ว..เพราะเทคโนโลยีดีๆส่วนใหญ่ไม่ได้ออกมาขายให้เจ้าอื่นใช้ ยกเว้นบางเจ้า..ตามธรรมชาติคนส่วนใหญ่ต้องการราคาถูกสุดและใช้งานพื้นฐานได้อย่างมีเสถียร นี่คือ การตลาดพื้นฐาน,neu
pos,ช่วยให้บานพับดูสวนขึ้นด้วยดูสวยขึ้นรึเปล่าครับ,neu
neu,บานพับดูสวนขึ้นด้วย สวนขึ้น ?,neu
neg,เป็น tablet แล้วดันอ้าปากด้วย แย่เลย,neu
neg,ใช้เป็น Tablet ไม่เวิร์คหรอกครับ ผมใช้อยู่ โครตหนักและใหญ่สุดท้ายก็ซื้อ iPad มาใช้,neu
neg,ผมก็ว่าอยู่ ปล่อยให้มีเพจต่อต้านรัฐแบบนี้มันผิดหลักการคอมมิวนิสต์ เต็มๆ นะครับ,neu
neg,ตามจีนไปอีกราย แต่ยืดหยุ่นกว่า ไม่แปลกใจ เพราะเป็นคอมมิวนิสต์ ซึ่งก็มีความเป็นเผด็จการในตัวอยู่แล้ว,neu
neg,ผมอยู่นี่นะเวลาเลือกตั้งอะไรสัก​อย่าง​เน็ต​ที่นี่จะล่มประจำแบบว่าเข้าเวปต่างประเทศ​ไม่ค่อยได้,neu
neg,ไทยจะตามไปอีกราย ปชต แค่เปลือกนอก เนื้อในเผด็จการ,neu
neg,ทำไมดูไม่น่าใช้เลย,neg
neg,รอให้ออกแบบการผับให้ดีกว่านี้ก่อน,neu
neg,แอบกลัวจอขาดกลางอยู่นะครับ 555,neu
neg,"จอแบบนี้จะติดฟิล์มกันรอยได้ไหมเนี่ย - -""",neu
neu,หากพับเพื่อใช้งานเป็นมือถือจะแสดผลได้ทั้งหมด 3 ด้าน แสดผล => แสดงผล ระบบปฏิบัติ Water OS ปรับแต่งจาก Android ระบบปฏิบัติ => ระบบปฏิบัติการ,neu
neu,คนไทยใช้ line ต่อให้ด้วยนะ,neu
neu,iOS จะได้ใช้มั้ยน้า,neu
neu,ช่วยเอาปุ่ม Option คืนมาได้ไหม,neu
neg,"RX560X น่าจะเล่นเกมแรงๆ ไม่ได้แน่ เว้นแต่แนว Mainstream พวก Fortnite, PUBG, CS:GO ไม่ก็พวกเกมเก่า",neg
neg,RX 560X นี่กากขนาดนั้นเลยเหรอครับ,neg
neu,เคยลองแล้ว ก็น่าจะใกล้เคียงกับ GTX1050 นะครับ เล่นพอไหว แต่ปรับแรงไม่น่าไหว,neu
